 397584188,"00001M13:13:55.727","00001 13:47:13",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584189,"00001M13:13:56.700","00001 13:47:14",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584190,"00001M13:13:57.674","00001 13:47:15",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584191,"00001M13:13:58.647","00001 13:47:16",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584192,"00001M13:13:59.620","00001 13:47:17",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584193,"00001M13:14:00.593","00001 13:47:18",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584194,"00001M13:14:01.567","00001 13:47:18",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584195,"00001M13:14:02.540","00001 13:47:19",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584196,"00001M13:14:03.513","00001 13:47:20",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584197,"00001M13:14:04.486","00001 13:47:21",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584198,"00001M13:14:05.460","00001 13:47:22",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584199,"00001M13:14:06.433","00001 13:47:23",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
 397584200,"00001M13:14:07.406","00001 13:47:24",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK",    UNK,"     UNK",    UNK,"     UNK",    UNK,"         UNK",    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"     UNK",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","  ",    UNK,    UNK,"     UNK"
