 398334273,"00010M00:00:58.447","00010 00:35:34",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.49,"001XX111", 206.58,"001XX110", 207.49,"   001XX1111",   0.01,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.36, 206.83,  10.00,   78.73,   NULL,"     0X1","1L", 759.28,   2.90,"      01"
 398334274,"00010M00:00:59.420","00010 00:35:35",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.49,"001XX111", 206.29,"001XX110", 207.49,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.37, 206.85,  10.00,   79.01,   NULL,"     0X1","1L", 759.25,   2.90,"      01"
 398334275,"00010M00:01:00.393","00010 00:35:36",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.48,"001XX111", 206.31,"001XX110", 207.48,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.35, 206.87,  10.00,   79.16,   NULL,"     0X1","1L", 759.38,   2.90,"      01"
 398334276,"00010M00:01:01.367","00010 00:35:37",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.47,"001XX111", 206.34,"001XX110", 207.47,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.34, 206.89,  10.00,   79.28,   NULL,"     0X1","1L", 759.31,   2.90,"      01"
 398334277,"00010M00:01:02.340","00010 00:35:38",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.46,"001XX111", 206.39,"001XX110", 207.46,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.31, 206.91,  10.00,   79.38,   NULL,"     0X1","1L", 759.28,   2.90,"      01"
 398334278,"00010M00:01:03.313","00010 00:35:39",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.44,"001XX111", 206.46,"001XX110", 207.44,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.29, 206.93,  10.00,   79.46,   NULL,"     0X1","1L", 759.28,   2.90,"      01"
 398334279,"00010M00:01:04.286","00010 00:35:40",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.42,"001XX111", 206.61,"001XX110", 207.42,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.25, 206.94,  10.00,   79.44,   NULL,"     0X1","1L", 759.39,   2.90,"      01"
 398334280,"00010M00:01:05.260","00010 00:35:41",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.40,"001XX111", 206.85,"001XX110", 207.40,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.27, 206.96,  10.00,   79.76,   NULL,"     0X1","1L", 759.32,   2.90,"      01"
 398334281,"00010M00:01:06.233","00010 00:35:42",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.37,"101XX111", 207.26,"001XX110", 207.37,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.25, 206.98,  10.00,   79.84,   NULL,"     0X1","1L", 759.25,   2.90,"      01"
 398334282,"00010M00:01:07.206","00010 00:35:43",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.35,"101XX111", 207.84,"001XX110", 207.35,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.28, 207.00,  10.00,   80.19,   NULL,"     0X1","1L", 759.28,   2.90,"      01"
 398334283,"00010M00:01:08.179","00010 00:35:44",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.33,"101XX111", 208.46,"001XX110", 207.33,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.17, 207.02,  10.00,   79.78,   NULL,"     0X1","1L", 759.35,   2.90,"      01"
 398334284,"00010M00:01:09.153","00010 00:35:45",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.32,"101XX111", 208.95,"001XX110", 207.32,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.22, 207.03,  10.00,   80.23,   NULL,"     0X1","1L", 759.35,   2.90,"      01"
 398334285,"00010M00:01:10.126","00010 00:35:46",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.31,"101XX111", 209.05,"001XX110", 207.31,"   101XX1111",   0.01,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.21, 207.05,  10.00,   80.35,   NULL,"     0X1","1L", 759.28,   2.90,"      01"
 398334286,"00010M00:01:11.099","00010 00:35:47",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.30,"101XX111", 208.47,"001XX110", 207.30,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.23, 207.06,  10.00,   80.68,   NULL,"     0X1","1L", 759.39,   2.90,"      01"
 398334287,"00010M00:01:12.072","00010 00:35:48",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.30,"101XX111", 206.93,"001XX110", 207.30,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.16, 207.08,  10.00,   80.43,   NULL,"     0X1","1L", 759.24,   2.90,"      01"
 398334288,"00010M00:01:13.046","00010 00:35:49",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.31,"001XX111", 205.09,"001XX110", 207.31,"   001XX1111",   0.01,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.13, 207.09,  10.00,   80.44,   NULL,"     0X1","1L", 759.45,   2.90,"      01"
 398334289,"00010M00:01:14.019","00010 00:35:49",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.32,"001XX111", 202.24,"001XX110", 207.32,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.15, 207.11,  10.00,   80.73,   NULL,"     0X1","1L", 759.25,   2.90,"      01"
 398334290,"00010M00:01:14.992","00010 00:35:50",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.33,"001XX111", 198.53,"001XX110", 207.33,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.13, 207.13,  10.00,   80.82,   NULL,"     0X1","1L", 759.21,   2.90,"      01"
 398334291,"00010M00:01:15.965","00010 00:35:51",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.35,"001XX111", 194.06,"001XX110", 207.35,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.13, 207.14,  10.00,   80.97,   NULL,"     0X1","1L", 759.18,   2.90,"      01"
 398334292,"00010M00:01:16.939","00010 00:35:52",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.37,"001XX111", 189.00,"001XX110", 207.37,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.17, 207.15,  10.00,   81.34,   NULL,"     0X1","1L", 759.29,   2.90,"      01"
 398334293,"00010M00:01:17.912","00010 00:35:53",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.38,"001XX111", 183.53,"001XX110", 207.38,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.10, 207.17,  10.00,   81.13,   NULL,"     0X1","1L", 759.25,   2.90,"      01"
 398334294,"00010M00:01:18.885","00010 00:35:54",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.40,"001XX111", 177.86,"001XX110", 207.40,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.05, 207.19,  10.00,   80.98,   NULL,"     0X1","1L", 759.22,   2.90,"      01"
 398334295,"00010M00:01:19.858","00010 00:35:55",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.41,"001XX111", 172.23,"001XX110", 207.41,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.04, 207.20,  10.00,   81.07,   NULL,"     0X1","1L", 759.32,   2.90,"      01"
 398334296,"00010M00:01:20.832","00010 00:35:56",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.42,"001XX111", 166.90,"001XX110", 207.42,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.09, 207.21,  10.00,   81.48,   NULL,"     0X1","1L", 759.35,   2.90,"      01"
 398334297,"00010M00:01:21.805","00010 00:35:57",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.43,"001XX111", 162.14,"001XX110", 207.43,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.07, 207.22,  10.00,   81.57,   NULL,"     0X1","1L", 759.21,   2.90,"      01"
 398334298,"00010M00:01:22.778","00010 00:35:58",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.43,"001XX111", 158.16,"001XX110", 207.43,"   001XX1111",   0.01,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.99, 207.24,  10.00,   81.25,   NULL,"     0X1","1L", 759.17,   2.90,"      01"
 398334299,"00010M00:01:23.751","00010 00:35:59",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.44,"001XX111", 155.10,"001XX110", 207.44,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.01, 207.25,  10.00,   81.47,   NULL,"     0X1","1L", 759.35,   2.90,"      01"
 398334300,"00010M00:01:24.725","00010 00:36:00",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.44,"001XX111", 152.97,"001XX110", 207.44,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.00, 207.26,  10.00,   81.62,   NULL,"     0X1","1L", 759.17,   2.90,"      01"
 398334301,"00010M00:01:25.698","00010 00:36:01",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.43,"001XX111", 151.75,"001XX110", 207.43,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.98, 207.27,  10.00,   81.62,   NULL,"     0X1","1L", 759.28,   2.90,"      01"
 398334302,"00010M00:01:26.671","00010 00:36:02",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.42,"001XX111", 151.33,"001XX110", 207.42,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.95, 207.29,  10.00,   81.59,   NULL,"     0X1","1L", 759.21,   2.90,"      01"
 398334303,"00010M00:01:27.644","00010 00:36:03",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.41,"001XX111", 151.48,"001XX110", 207.41,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.94, 207.30,  10.00,   81.63,   NULL,"     0X1","1L", 759.48,   2.90,"      01"
 398334304,"00010M00:01:28.618","00010 00:36:04",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.40,"101XX111", 151.94,"001XX110", 207.40,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  13.01, 207.31,  10.00,   82.22,   NULL,"     0X1","1L", 759.51,   2.90,"      01"
 398334305,"00010M00:01:29.591","00010 00:36:05",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.38,"101XX111", 152.47,"001XX110", 207.38,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.89, 207.33,  10.00,   81.64,   NULL,"     0X1","1L", 759.27,   2.90,"      01"
 398334306,"00010M00:01:30.564","00010 00:36:06",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.32,"101XX111", 152.90,"001XX110", 207.32,"   101XX1111",   0.00,   0.00,   0.01,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.95, 207.34,  10.00,   82.13,   NULL,"     0X1","1L", 759.38,   2.90,"      01"
 398334307,"00010M00:01:31.537","00010 00:36:07",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.32,"101XX111", 153.13,"001XX110", 207.32,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.95, 207.35,  10.00,   82.22,   NULL,"     0X1","1L", 759.45,   2.90,"      01"
 398334308,"00010M00:01:32.511","00010 00:36:08",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.32,"101XX111", 152.98,"001XX110", 207.32,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.94, 207.36,  10.00,   82.29,   NULL,"     0X1","1L", 759.30,   2.90,"      01"
 398334309,"00010M00:01:33.484","00010 00:36:09",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.31,"101XX111", 152.37,"001XX110", 207.31,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.92, 207.37,  10.00,   82.31,   NULL,"     0X1","1L", 759.31,   2.90,"      01"
 398334310,"00010M00:01:34.457","00010 00:36:10",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.30,"101XX111", 151.03,"001XX110", 207.30,"   101XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.87, 207.38,  10.00,   82.09,   NULL,"     0X1","1L", 759.33,   2.90,"      01"
 398334311,"00010M00:01:35.430","00010 00:36:11",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.29,"101XX111", 150.56,"001XX110", 207.29,"   101XX1111",   0.01,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.87, 207.39,  10.00,   82.21,   NULL,"     0X1","1L", 759.45,   2.90,"      01"
 398334312,"00010M00:01:36.404","00010 00:36:12",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.28,"001XX111", 150.97,"001XX110", 207.28,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.82, 207.40,  10.00,   82.02,   NULL,"     0X1","1L", 759.47,   2.90,"      01"
 398334313,"00010M00:01:37.377","00010 00:36:13",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.28,"001XX111", 152.11,"001XX110", 207.28,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.87, 207.41,  10.00,   82.46,   NULL,"     0X1","1L", 759.30,   2.90,"      01"
 398334314,"00010M00:01:38.350","00010 00:36:14",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.29,"001XX111", 153.91,"001XX110", 207.29,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.84, 207.42,  10.00,   82.42,   NULL,"     0X1","1L", 759.37,   2.90,"      01"
 398334315,"00010M00:01:39.324","00010 00:36:15",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.29,"001XX111", 156.31,"001XX110", 207.29,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.84, 207.43,  10.00,   82.48,   NULL,"     0X1","1L", 759.44,   2.90,"      01"
 398334316,"00010M00:01:40.297","00010 00:36:16",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.30,"001XX111", 159.28,"001XX110", 207.30,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.81, 207.44,  10.00,   82.43,   NULL,"     0X1","1L", 759.34,   2.90,"      01"
 398334317,"00010M00:01:41.270","00010 00:36:17",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.32,"001XX111", 162.40,"001XX110", 207.32,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.80, 207.45,  10.00,   82.49,   NULL,"     0X1","1L", 759.34,   2.90,"      01"
 398334318,"00010M00:01:42.243","00010 00:36:18",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.33,"001XX111", 166.32,"001XX110", 207.33,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.82, 207.46,  10.00,   82.70,   NULL,"     0X1","1L", 759.21,   2.90,"      01"
 398334319,"00010M00:01:43.217","00010 00:36:19",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.36,"001XX111", 170.02,"001XX110", 207.36,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.81, 207.47,  10.00,   82.72,   NULL,"     0X1","1L", 759.38,   2.90,"      01"
 398334320,"00010M00:01:44.190","00010 00:36:20",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.37,"001XX111", 172.19,"001XX110", 207.37,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.75, 207.48,  10.00,   82.53,   NULL,"     0X1","1L", 759.37,   2.90,"      01"
 398334321,"00010M00:01:45.163","00010 00:36:21",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.38,"001XX111", 174.12,"001XX110", 207.38,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.71, 207.49,  10.00,   82.35,   NULL,"     0X1","1L", 759.17,   2.90,"      01"
 398334322,"00010M00:01:46.136","00010 00:36:22",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 207.40,"001XX111", 176.62,"001XX110", 207.40,"   001XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.74, 207.50,  10.00,   82.64,   NULL,"     0X1","1L", 759.38,   2.90,"      01"
 398334338,"00010M00:02:01.708","00010 00:36:37",    UNK,    UNK,    UNK,"     UNK", 194.87,   1.83,   0.54,"    1111", 207.62,"111XX111", 206.28,"011XX110", 207.62,"   111XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",    UNK,    UNK,    UNK,     UNK,    UNK,"     UNK","2L", 759.21,   2.70,"      11"
 398334339,"00010M00:02:02.682","00010 00:36:38",    UNK,    UNK,    UNK,"     UNK", 204.88,   1.77,   0.50,"    1111", 207.63,"011XX111", 206.78,"011XX110", 207.63,"   011XX1111",   0.01,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.61, 207.61,  10.00,   83.19,   NULL,"     0X1","2L", 759.33,   2.70,"      11"
 398334340,"00010M00:02:03.655","00010 00:36:39",    UNK,    UNK,    UNK,"     UNK", 193.76,   1.85,   0.54,"    1111", 207.63,"011XX111", 207.13,"011XX110", 207.63,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.62, 207.62,  10.00,   83.35,   NULL,"     0X1","2L", 759.23,   2.70,"      11"
 398334341,"00010M00:02:04.628","00010 00:36:40",    UNK,    UNK,    UNK,"     UNK", 203.88,   1.77,   0.50,"    1111", 207.64,"011XX111", 207.31,"011XX110", 207.64,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00,"   01011",  12.59, 207.63,  10.00,   83.27,   NULL,"     0X1","2L", 759.23,   2.70,"      11"
