 398511810,"00012M00:00:46.922","00012 00:35:40",   1.00                                                                                              
 398511810,"00012M00:00:46.922","00012 00:35:40",  46.30, 165.62,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511811,"00012M00:00:47.896","00012 00:35:41",  46.29, 165.61,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511812,"00012M00:00:48.869","00012 00:35:42",  46.28, 165.61,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511813,"00012M00:00:49.842","00012 00:35:43",  46.28, 165.61,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511814,"00012M00:00:50.815","00012 00:35:44",  46.27, 165.60,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511815,"00012M00:00:51.789","00012 00:35:45",  46.27, 165.60,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511816,"00012M00:00:52.762","00012 00:35:46",  46.26, 165.60,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511817,"00012M00:00:53.735","00012 00:35:47",  46.25, 165.59,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511818,"00012M00:00:54.708","00012 00:35:48",  46.25, 165.59,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511819,"00012M00:00:55.682","00012 00:35:49",  46.24, 165.59,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511820,"00012M00:00:56.655","00012 00:35:50",  46.23, 165.58,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511821,"00012M00:00:57.628","00012 00:35:51",  46.23, 165.58,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511822,"00012M00:00:58.601","00012 00:35:52",  46.22, 165.57,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
 398511823,"00012M00:00:59.575","00012 00:35:53",  46.21, 165.57,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  43.00,"1","0"
