 397584147,"00001M13:13:15.824","00001 13:46:33",   1.00                                                                                              
 397584147,"00001M13:13:15.824","00001 13:46:33", 175.06,  34.49,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584148,"00001M13:13:16.797","00001 13:46:34", 175.07,  34.50,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584149,"00001M13:13:17.770","00001 13:46:35", 175.07,  34.50,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584150,"00001M13:13:18.743","00001 13:46:36", 175.07,  34.50,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584151,"00001M13:13:19.717","00001 13:46:37", 175.08,  34.51,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584152,"00001M13:13:20.690","00001 13:46:38", 175.08,  34.51,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584153,"00001M13:13:21.663","00001 13:46:39", 175.08,  34.52,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584154,"00001M13:13:22.637","00001 13:46:40", 175.08,  34.52,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584155,"00001M13:13:23.610","00001 13:46:41", 175.09,  34.52,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584156,"00001M13:13:24.583","00001 13:46:42", 175.09,  34.53,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584157,"00001M13:13:25.556","00001 13:46:42", 175.09,  34.53,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584158,"00001M13:13:26.530","00001 13:46:43", 175.10,  34.53,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584159,"00001M13:13:27.503","00001 13:46:44", 175.10,  34.54,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584160,"00001M13:13:28.476","00001 13:46:45", 175.10,  34.54,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584161,"00001M13:13:29.449","00001 13:46:46", 175.11,  34.54,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584162,"00001M13:13:30.423","00001 13:46:47", 175.11,  34.55,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584163,"00001M13:13:31.396","00001 13:46:48", 175.11,  34.55,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584164,"00001M13:13:32.369","00001 13:46:49", 175.11,  34.55,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584165,"00001M13:13:33.342","00001 13:46:50", 175.12,  34.56,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584166,"00001M13:13:34.316","00001 13:46:51", 175.12,  34.56,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584167,"00001M13:13:35.289","00001 13:46:52", 175.12,  34.57,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584168,"00001M13:13:36.262","00001 13:46:53", 175.13,  34.57,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584169,"00001M13:13:37.235","00001 13:46:54", 175.13,  34.57,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584170,"00001M13:13:38.209","00001 13:46:55", 175.13,  34.58,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
 397584171,"00001M13:13:39.182","00001 13:46:56", 175.13,  34.58,     0.00,     0.00,     0.00,   0.00,  -3.62, 112.82,  -2.42,  58.35,  86.67,"1","0"
