t_utc,timestamp,pressure,temp_250,temp_500,temp_1000,temp_absolute
1211774916.0,2008-05-26T04:08:36,        -1.0000,       241.9960,       236.3801,       236.8866,       257.3800
1211774918.0,2008-05-26T04:08:38,        -1.0000,       239.2719,       236.4702,       237.4673,       257.3600
1211774920.0,2008-05-26T04:08:40,        -1.0000,       239.5623,       236.2799,       237.0568,       257.3600
1211774922.0,2008-05-26T04:08:42,        -1.0000,       238.0201,       235.5288,       236.0256,       257.3600
1211774924.0,2008-05-26T04:08:44,        -1.0000,       236.4579,       234.9480,       235.7353,       257.3500
1211774926.0,2008-05-26T04:08:46,        -1.0000,       236.7783,       235.3786,       236.1458,       257.3600
1211774928.0,2008-05-26T04:08:48,        -1.0000,       239.3320,       235.6690,       236.4161,       257.3700
1211774930.0,2008-05-26T04:08:50,        -1.0000,       238.1903,       236.1898,       237.2471,       257.3800
1211774932.0,2008-05-26T04:08:52,        -1.0000,       238.1803,       235.7992,       236.7265,       257.3800
1211774934.0,2008-05-26T04:08:54,        -1.0000,       236.5080,       235.5789,       236.5262,       257.3700
1211774936.0,2008-05-26T04:08:56,        -1.0000,       240.7741,       236.6805,       237.4373,       257.4000
1211774938.0,2008-05-26T04:08:58,        -1.0000,       243.0578,       236.8207,       236.9968,       257.4100
1211774940.0,2008-05-26T04:09:00,        -1.0000,       238.5308,       236.2499,       236.8766,       257.4000
1211774942.0,2008-05-26T04:09:02,        -1.0000,       239.5322,       235.8092,       236.6363,       257.4100
1211774944.0,2008-05-26T04:09:04,        -1.0000,       239.2618,       235.5188,       236.6463,       257.4200
1211774946.0,2008-05-26T04:09:06,        -1.0000,       239.2618,       235.8192,       236.3760,       257.4100
1211774948.0,2008-05-26T04:09:08,        -1.0000,       241.9259,       236.7707,       236.8666,       257.4300
1211774950.0,2008-05-26T04:09:10,        -1.0000,       240.0330,       235.9494,       236.7865,       257.4200
1211774952.0,2008-05-26T04:09:12,        -1.0000,       240.1432,       236.0496,       237.0268,       257.4300
1211774954.0,2008-05-26T04:09:14,        -1.0000,       242.7172,       236.8808,       237.5274,       257.4500
1211774956.0,2008-05-26T04:09:16,        -1.0000,       240.2934,       236.4202,       237.0669,       257.4300
1211774958.0,2008-05-26T04:09:18,        -1.0000,       240.1131,       235.8493,       236.5963,       257.4400
1211774960.0,2008-05-26T04:09:20,        -1.0000,       238.7912,       236.2599,       236.4661,       257.4400
1211774962.0,2008-05-26T04:09:22,        -1.0000,       236.8784,       235.1483,       236.0456,       257.4300
1211774964.0,2008-05-26T04:09:24,        -1.0000,       237.3992,       236.5103,       236.8866,       257.4500
1211774966.0,2008-05-26T04:09:26,        -1.0000,       238.0801,       235.7992,       236.9567,       257.4500
1211774968.0,2008-05-26T04:09:28,        -1.0000,       236.3878,       235.2584,       236.1257,       257.4400
1211774970.0,2008-05-26T04:09:30,        -1.0000,       238.7511,       235.9094,       236.7064,       257.4600
1211774972.0,2008-05-26T04:09:32,        -1.0000,       239.2318,       235.6190,       236.5863,       257.4600
1211774974.0,2008-05-26T04:09:34,        -1.0000,       237.8298,       235.5188,       237.0068,       257.4600
1211774976.0,2008-05-26T04:09:36,        -1.0000,       240.4737,       235.7992,       237.0068,       257.4900
1211774978.0,2008-05-26T04:09:38,        -1.0000,       239.9429,       236.1397,       237.2170,       257.4800
1211774980.0,2008-05-26T04:09:40,        -1.0000,       241.7356,       237.0511,       237.7177,       257.5000
1211774982.0,2008-05-26T04:09:42,        -1.0000,       241.3350,       236.5003,       237.5675,       257.5000
1211774984.0,2008-05-26T04:09:44,        -1.0000,       240.6840,       236.0496,       237.0669,       257.5000
1211774986.0,2008-05-26T04:09:46,        -1.0000,       242.4969,       236.6004,       236.9968,       257.5100
1211774988.0,2008-05-26T04:09:48,        -1.0000,       239.9228,       235.9294,       236.8666,       257.5200
1211774990.0,2008-05-26T04:09:50,        -1.0000,       239.9629,       235.8693,       236.5562,       257.5200
1211774992.0,2008-05-26T04:09:52,        -1.0000,       240.3635,       235.4487,       236.2859,       257.5100
1211774994.0,2008-05-26T04:09:54,        -1.0000,       239.3820,       235.5589,       235.8354,       257.5300
1211774996.0,2008-05-26T04:09:56,        -1.0000,       238.9113,       235.6590,       236.3460,       257.5200
1211774998.0,2008-05-26T04:09:58,        -1.0000,       236.7182,       235.1883,       235.9355,       257.5000
1211775000.0,2008-05-26T04:10:00,        -1.0000,       237.7597,       235.6490,       236.2459,       257.5100
1211775002.0,2008-05-26T04:10:02,        -1.0000,       237.8999,       234.9580,       235.7553,       257.5300
1211775004.0,2008-05-26T04:10:04,        -1.0000,       236.4679,       235.1983,       235.8454,       257.5200
1211775006.0,2008-05-26T04:10:06,        -1.0000,       236.5981,       235.1983,       236.0056,       257.5300
1211775008.0,2008-05-26T04:10:08,        -1.0000,       239.4321,       235.7792,       236.8266,       257.5300
1211775010.0,2008-05-26T04:10:10,        -1.0000,       240.6940,       236.1898,       236.8566,       257.5600
1211775012.0,2008-05-26T04:10:12,        -1.0000,       240.6940,       236.1698,       236.5863,       257.5600
1211775014.0,2008-05-26T04:10:14,        -1.0000,       236.6982,       235.1383,       235.4850,       257.5400
1211775016.0,2008-05-26T04:10:16,        -1.0000,       236.5480,       235.2284,       235.9155,       257.5400
1211775018.0,2008-05-26T04:10:18,        -1.0000,       238.6510,       235.5188,       236.1958,       257.5600
1211775020.0,2008-05-26T04:10:20,        -1.0000,       239.9328,       235.9294,       236.6964,       257.5700
1211775022.0,2008-05-26T04:10:22,        -1.0000,       239.7225,       235.5088,       236.2859,       257.5700
1211775024.0,2008-05-26T04:10:24,        -1.0000,       240.7541,       236.0696,       236.4261,       257.5800
1211775026.0,2008-05-26T04:10:26,        -1.0000,       238.5808,       235.5589,       236.3159,       257.5800
1211775028.0,2008-05-26T04:10:28,        -1.0000,       238.3505,       235.6290,       236.1658,       257.5800
1211775030.0,2008-05-26T04:10:30,        -1.0000,       236.7683,       235.4387,       235.9155,       257.5700
1211775032.0,2008-05-26T04:10:32,        -1.0000,       237.9900,       235.9895,       236.7965,       257.5900
1211775034.0,2008-05-26T04:10:34,        -1.0000,       239.4221,       236.6104,       237.7677,       257.6000
1211775036.0,2008-05-26T04:10:36,        -1.0000,       242.4668,       237.0811,       238.0280,       257.6100
1211775038.0,2008-05-26T04:10:38,        -1.0000,       239.7426,       236.7406,       237.7978,       257.6100
1211775040.0,2008-05-26T04:10:40,        -1.0000,       238.9414,       236.6405,       237.1269,       257.6100
1211775042.0,2008-05-26T04:10:42,        -1.0000,       238.7912,       236.8408,       237.5675,       257.6100
1211775044.0,2008-05-26T04:10:44,        -1.0000,       240.6840,       237.0912,       237.5374,       257.6300
1211775046.0,2008-05-26T04:10:46,        -1.0000,       239.6124,       236.8308,       237.6476,       257.6300
1211775048.0,2008-05-26T04:10:48,        -1.0000,       237.7296,       236.2799,       237.2671,       257.6200
1211775050.0,2008-05-26T04:10:50,        -1.0000,       239.7125,       236.6505,       237.6075,       257.6300
1211775052.0,2008-05-26T04:10:52,        -1.0000,       240.6740,       237.3916,       238.3584,       257.6300
1211775054.0,2008-05-26T04:10:54,        -1.0000,       240.4737,       236.8308,       237.9379,       257.6500
1211775056.0,2008-05-26T04:10:56,        -1.0000,       243.4584,       237.6020,       237.9279,       257.6600
1211775058.0,2008-05-26T04:10:58,        -1.0000,       238.0601,       236.5303,       237.4473,       257.6400
1211775060.0,2008-05-26T04:11:00,        -1.0000,       239.6224,       237.2514,       238.3584,       257.6500
1211775062.0,2008-05-26T04:11:02,        -1.0000,       238.7210,       236.5303,       237.4173,       257.6400
1211775064.0,2008-05-26T04:11:04,        -1.0000,       237.4392,       236.4301,       237.0969,       257.6400
1211775066.0,2008-05-26T04:11:06,        -1.0000,       237.5193,       236.8107,       237.3071,       257.6500
1211775068.0,2008-05-26T04:11:08,        -1.0000,       240.4737,       237.1813,       237.7878,       257.6700
1211775070.0,2008-05-26T04:11:10,        -1.0000,       241.8158,       236.9610,       237.7878,       257.6800
1211775072.0,2008-05-26T04:11:12,        -1.0000,       240.8342,       236.8909,       237.4473,       257.6800
1211775074.0,2008-05-26T04:11:14,        -1.0000,       241.4752,       237.1913,       237.7677,       257.6900
1211775076.0,2008-05-26T04:11:16,        -1.0000,       240.1432,       236.5604,       237.1470,       257.6800
1211775078.0,2008-05-26T04:11:18,        -1.0000,       238.7611,       236.5804,       237.0869,       257.6800
1211775080.0,2008-05-26T04:11:20,        -1.0000,       237.5293,       235.7391,       236.2258,       257.6800
1211775082.0,2008-05-26T04:11:22,        -1.0000,       237.8098,       236.1497,       237.1169,       257.6900
1211775084.0,2008-05-26T04:11:24,        -1.0000,       242.2164,       237.1613,       238.7990,       257.7100
1211775086.0,2008-05-26T04:11:26,        -1.0000,       243.8491,       238.0326,       238.9091,       257.7200
1211775088.0,2008-05-26T04:11:28,        -1.0000,       240.3535,       236.0696,       236.3560,       257.7100
1211775090.0,2008-05-26T04:11:30,        -1.0000,       240.2634,       235.5288,       236.3960,       257.7200
1211775092.0,2008-05-26T04:11:32,        -1.0000,       239.1317,       235.6089,       236.7265,       257.7100
1211775094.0,2008-05-26T04:11:34,        -1.0000,       241.5754,       236.3701,       236.4561,       257.7300
1211775096.0,2008-05-26T04:11:36,        -1.0000,       241.1247,       236.6205,       237.0468,       257.7300
1211775098.0,2008-05-26T04:11:38,        -1.0000,       240.5237,       235.8393,       236.7365,       257.7300
1211775100.0,2008-05-26T04:11:40,        -1.0000,       239.9429,       235.5689,       236.3760,       257.7300
1211775102.0,2008-05-26T04:11:42,        -1.0000,       240.2634,       235.3986,       236.2058,       257.7400
1211775104.0,2008-05-26T04:11:44,        -1.0000,       238.1803,       235.3286,       236.0256,       257.7300
1211775106.0,2008-05-26T04:11:46,        -1.0000,       237.7397,       235.1483,       235.9055,       257.7300
1211775108.0,2008-05-26T04:11:48,        -1.0000,       237.3591,       235.5989,       236.0757,       257.7300
1211775110.0,2008-05-26T04:11:50,        -1.0000,       239.6424,       235.8793,       236.5462,       257.7400
1211775112.0,2008-05-26T04:11:52,        -1.0000,       238.7311,       235.6891,       236.4361,       257.7400
1211775114.0,2008-05-26T04:11:54,        -1.0000,       240.7942,       236.6906,       237.3672,       257.7600
1211775116.0,2008-05-26T04:11:56,        -1.0000,       241.2449,       236.6906,       237.3872,       257.7600
1211775118.0,2008-05-26T04:11:58,        -1.0000,       240.8242,       236.4502,       237.2971,       257.7700
1211775120.0,2008-05-26T04:12:00,        -1.0000,       241.4151,       236.6004,       237.2871,       257.7800
1211775122.0,2008-05-26T04:12:02,        -1.0000,       240.2934,       236.3601,       237.2271,       257.7700
1211775124.0,2008-05-26T04:12:04,        -1.0000,       241.1547,       236.5503,       237.4573,       257.7800
1211775126.0,2008-05-26T04:12:06,        -1.0000,       241.2349,       236.6305,       237.6175,       257.7900
1211775128.0,2008-05-26T04:12:08,        -1.0000,       241.4252,       236.8508,       237.8879,       257.7900
1211775130.0,2008-05-26T04:12:10,        -1.0000,       241.3450,       236.8508,       238.0781,       257.7900
1211775132.0,2008-05-26T04:12:12,        -1.0000,       241.2349,       237.4818,       238.2783,       257.8000
1211775134.0,2008-05-26T04:12:14,        -1.0000,       240.9244,       236.8708,       237.7076,       257.8000
1211775136.0,2008-05-26T04:12:16,        -1.0000,       240.5137,       236.8007,       237.4373,       257.8000
1211775138.0,2008-05-26T04:12:18,        -1.0000,       241.5654,       237.0311,       238.3084,       257.8100
1211775140.0,2008-05-26T04:12:20,        -1.0000,       242.6872,       237.8223,       238.4586,       257.8100
1211775142.0,2008-05-26T04:12:22,        -1.0000,       241.5253,       236.8308,       237.7277,       257.8200
1211775144.0,2008-05-26T04:12:24,        -1.0000,       240.0831,       235.9895,       236.5562,       257.8100
1211775146.0,2008-05-26T04:12:26,        -1.0000,       239.8327,       236.2799,       237.0769,       257.8200
1211775148.0,2008-05-26T04:12:28,        -1.0000,       240.8843,       236.0897,       237.1069,       257.8200
1211775150.0,2008-05-26T04:12:30,        -1.0000,       238.1202,       235.5589,       236.3960,       257.8200
1211775152.0,2008-05-26T04:12:32,        -1.0000,       239.6524,       235.3486,       235.9855,       257.8300
1211775154.0,2008-05-26T04:12:34,        -1.0000,       239.1317,       234.6876,       235.4549,       257.8300
1211775156.0,2008-05-26T04:12:36,        -1.0000,       239.5923,       235.4587,       236.2158,       257.8300
1211775158.0,2008-05-26T04:12:38,        -1.0000,       240.0130,       235.8092,       236.3860,       257.8400
1211775160.0,2008-05-26T04:12:40,        -1.0000,       238.4306,       236.1698,       237.0568,       257.8400
1211775162.0,2008-05-26T04:12:42,        -1.0000,       241.5253,       236.6505,       237.2971,       257.8500
1211775164.0,2008-05-26T04:12:44,        -1.0000,       239.5423,       235.9094,       236.9667,       257.8400
1211775166.0,2008-05-26T04:12:46,        -1.0000,       241.0546,       236.5403,       237.1970,       257.8500
1211775168.0,2008-05-26T04:12:48,        -1.0000,       240.0530,       236.4802,       237.3672,       257.8600
1211775170.0,2008-05-26T04:12:50,        -1.0000,       239.1617,       235.3385,       236.0456,       257.8400
1211775172.0,2008-05-26T04:12:52,        -1.0000,       238.4507,       235.8493,       236.2258,       257.8600
1211775174.0,2008-05-26T04:12:54,        -1.0000,       239.1917,       235.6690,       236.0857,       257.8600
1211775176.0,2008-05-26T04:12:56,        -1.0000,       240.7341,       236.0296,       236.4762,       257.8700
1211775178.0,2008-05-26T04:12:58,        -1.0000,       238.7210,       235.6690,       235.6852,       257.8700
1211775180.0,2008-05-26T04:13:00,        -1.0000,       236.7383,       235.0982,       235.6151,       257.8600
1211775182.0,2008-05-26T04:13:02,        -1.0000,       239.7225,       235.2985,       235.5150,       257.8700
1211775184.0,2008-05-26T04:13:04,        -1.0000,       239.2919,       235.6390,       236.2459,       257.8900
1211775186.0,2008-05-26T04:13:06,        -1.0000,       238.8512,       235.8593,       235.9655,       257.8800
1211775188.0,2008-05-26T04:13:08,        -1.0000,       240.3535,       235.9494,       236.5763,       257.8900
1211775190.0,2008-05-26T04:13:10,        -1.0000,       237.3291,       235.8994,       237.0268,       257.8800
1211775192.0,2008-05-26T04:13:12,        -1.0000,       240.7741,       236.2899,       237.0468,       257.8900
1211775194.0,2008-05-26T04:13:14,        -1.0000,       241.1447,       236.5103,       237.0468,       257.9000
1211775196.0,2008-05-26T04:13:16,        -1.0000,       240.3935,       236.2699,       237.3372,       257.9000
1211775198.0,2008-05-26T04:13:18,        -1.0000,       240.4036,       236.5503,       237.4473,       257.9100
1211775200.0,2008-05-26T04:13:20,        -1.0000,       239.4621,       236.5604,       237.0268,       257.9000
1211775202.0,2008-05-26T04:13:22,        -1.0000,       242.6671,       236.7607,       237.4473,       257.9300
1211775204.0,2008-05-26T04:13:24,        -1.0000,       240.1732,       236.3801,       237.2771,       257.9200
1211775206.0,2008-05-26T04:13:26,        -1.0000,       240.9945,       236.4101,       236.9267,       257.9300
1211775208.0,2008-05-26T04:13:28,        -1.0000,       239.5022,       235.4888,       236.0156,       257.9200
1211775210.0,2008-05-26T04:13:30,        -1.0000,       239.6524,       235.4187,       236.5262,       257.9300
1211775212.0,2008-05-26T04:13:32,        -1.0000,       239.6825,       235.5489,       236.5963,       257.9300
1211775214.0,2008-05-26T04:13:34,        -1.0000,       239.1517,       235.6089,       236.6664,       257.9300
1211775216.0,2008-05-26T04:13:36,        -1.0000,       237.4793,       235.2985,       235.7853,       257.9200
1211775218.0,2008-05-26T04:13:38,        -1.0000,       240.8142,       236.2299,       237.0568,       257.9400
1211775220.0,2008-05-26T04:13:40,        -1.0000,       237.6095,       235.7792,       236.7465,       257.9300
1211775222.0,2008-05-26T04:13:42,        -1.0000,       240.3535,       236.5203,       237.0969,       257.9500
1211775224.0,2008-05-26T04:13:44,        -1.0000,       239.2018,       236.0296,       236.8366,       257.9400
1211775226.0,2008-05-26T04:13:46,        -1.0000,       242.4768,       237.0411,       237.5374,       257.9700
1211775228.0,2008-05-26T04:13:48,        -1.0000,       241.4151,       236.7106,       237.5274,       257.9600
1211775230.0,2008-05-26T04:13:50,        -1.0000,       241.3350,       237.3416,       237.9579,       257.9700
1211775232.0,2008-05-26T04:13:52,        -1.0000,       240.3535,       236.9209,       238.0080,       257.9700
1211775234.0,2008-05-26T04:13:54,        -1.0000,       241.1247,       237.0811,       237.9479,       257.9700
1211775236.0,2008-05-26T04:13:56,        -1.0000,       241.5854,       237.2814,       238.1682,       257.9800
1211775238.0,2008-05-26T04:13:58,        -1.0000,       242.4568,       237.7922,       238.4285,       257.9900
1211775240.0,2008-05-26T04:14:00,        -1.0000,       242.0361,       236.7506,       236.9968,       257.9800
1211775242.0,2008-05-26T04:14:02,        -1.0000,       240.2634,       236.6605,       237.7477,       257.9700
1211775244.0,2008-05-26T04:14:04,        -1.0000,       244.2097,       237.6120,       239.3096,       258.0000
1211775246.0,2008-05-26T04:14:06,        -1.0000,       241.1647,       236.9810,       237.1570,       258.0000
1211775248.0,2008-05-26T04:14:08,        -1.0000,       239.8828,       235.5989,       236.4962,       257.9900
1211775250.0,2008-05-26T04:14:10,        -1.0000,       240.1331,       236.4001,       237.0869,       258.0000
1211775252.0,2008-05-26T04:14:12,        -1.0000,       239.9930,       236.1598,       237.3572,       258.0000
1211775254.0,2008-05-26T04:14:14,        -1.0000,       240.7641,       236.6205,       237.9980,       258.0100
1211775256.0,2008-05-26T04:14:16,        -1.0000,       240.6640,       236.9209,       237.9479,       258.0000
1211775258.0,2008-05-26T04:14:18,        -1.0000,       241.0345,       237.3315,       237.3472,       258.0100
1211775260.0,2008-05-26T04:14:20,        -1.0000,       239.2719,       236.4402,       236.9968,       258.0100
1211775262.0,2008-05-26T04:14:22,        -1.0000,       242.9175,       237.5218,       238.0080,       258.0200
1211775264.0,2008-05-26T04:14:24,        -1.0000,       241.2749,       236.8308,       237.4974,       258.0200
1211775266.0,2008-05-26T04:14:26,        -1.0000,       242.1363,       237.3916,       238.0381,       258.0300
1211775268.0,2008-05-26T04:14:28,        -1.0000,       241.6255,       237.2514,       237.3071,       258.0300
1211775270.0,2008-05-26T04:14:30,        -1.0000,       240.2433,       236.4202,       236.8967,       258.0300
1211775272.0,2008-05-26T04:14:32,        -1.0000,       237.6195,       234.9981,       236.0957,       258.0100
1211775274.0,2008-05-26T04:14:34,        -1.0000,       242.3166,       236.0596,       236.8166,       258.0400
1211775276.0,2008-05-26T04:14:36,        -1.0000,       240.3635,       235.9795,       236.8366,       258.0400
1211775278.0,2008-05-26T04:14:38,        -1.0000,       239.3420,       236.0997,       237.0869,       258.0300
1211775280.0,2008-05-26T04:14:40,        -1.0000,       240.4937,       235.9795,       236.3960,       258.0400
1211775282.0,2008-05-26T04:14:42,        -1.0000,       239.9529,       235.3786,       236.1057,       258.0400
1211775284.0,2008-05-26T04:14:44,        -1.0000,       239.7125,       235.7191,       236.3960,       258.0400
1211775286.0,2008-05-26T04:14:46,        -1.0000,       239.8728,       235.6390,       236.3059,       258.0500
1211775288.0,2008-05-26T04:14:48,        -1.0000,       239.4922,       235.5188,       236.3460,       258.0500
1211775290.0,2008-05-26T04:14:50,        -1.0000,       239.9529,       236.0095,       236.9267,       258.0600
1211775292.0,2008-05-26T04:14:52,        -1.0000,       242.1864,       236.3400,       237.1369,       258.0700
1211775294.0,2008-05-26T04:14:54,        -1.0000,       243.0978,       236.9810,       237.4373,       258.0800
1211775296.0,2008-05-26T04:14:56,        -1.0000,       240.5738,       236.3300,       237.0168,       258.0700
1211775298.0,2008-05-26T04:14:58,        -1.0000,       237.9500,       235.5589,       236.0256,       258.0600
1211775300.0,2008-05-26T04:15:00,        -1.0000,       239.6424,       236.2098,       236.8166,       258.0700
1211775302.0,2008-05-26T04:15:02,        -1.0000,       240.9144,       236.7306,       237.2070,       258.0800
1211775304.0,2008-05-26T04:15:04,        -1.0000,       239.4421,       236.2299,       236.6163,       258.0700
1211775306.0,2008-05-26T04:15:06,        -1.0000,       240.1632,       236.5103,       236.5963,       258.0800
1211775308.0,2008-05-26T04:15:08,        -1.0000,       239.4221,       235.6590,       236.2459,       258.0800
1211775310.0,2008-05-26T04:15:10,        -1.0000,       241.6856,       235.5288,       236.2759,       258.1000
1211775312.0,2008-05-26T04:15:12,        -1.0000,       242.2565,       235.9595,       236.2258,       258.1000
1211775314.0,2008-05-26T04:15:14,        -1.0000,       241.1848,       236.0696,       236.8266,       258.1000
1211775316.0,2008-05-26T04:15:16,        -1.0000,       241.4852,       236.4001,       236.9467,       258.1000
1211775318.0,2008-05-26T04:15:18,        -1.0000,       240.8342,       236.0596,       236.6864,       258.1000
1211775320.0,2008-05-26T04:15:20,        -1.0000,       239.1016,       236.4903,       237.1770,       258.1000
1211775322.0,2008-05-26T04:15:22,        -1.0000,       241.6956,       237.1813,       237.0168,       258.1100
1211775324.0,2008-05-26T04:15:24,        -1.0000,       241.4352,       236.8007,       237.3071,       258.1100
1211775326.0,2008-05-26T04:15:26,        -1.0000,       238.4406,       236.3501,       236.4261,       258.1100
1211775328.0,2008-05-26T04:15:28,        -1.0000,       238.0801,       236.4101,       236.4261,       258.1100
1211775330.0,2008-05-26T04:15:30,        -1.0000,       240.0831,       236.7807,       237.0969,       258.1200
1211775332.0,2008-05-26T04:15:32,        -1.0000,       239.9429,       236.2198,       236.8065,       258.1300
1211775334.0,2008-05-26T04:15:34,        -1.0000,       238.1502,       235.9194,       236.1157,       258.1200
1211775336.0,2008-05-26T04:15:36,        -1.0000,       237.9299,       235.4687,       236.1758,       258.1200
1211775338.0,2008-05-26T04:15:38,        -1.0000,       237.5694,       235.7091,       236.5562,       258.1100
1211775340.0,2008-05-26T04:15:40,        -1.0000,       236.8584,       235.3686,       236.0256,       258.1200
1211775342.0,2008-05-26T04:15:42,        -1.0000,       240.3134,       236.5203,       236.8266,       258.1400
1211775344.0,2008-05-26T04:15:44,        -1.0000,       239.2819,       236.1798,       236.2859,       258.1400
1211775346.0,2008-05-26T04:15:46,        -1.0000,       238.3405,       235.9795,       236.6363,       258.1400
1211775348.0,2008-05-26T04:15:48,        -1.0000,       240.7040,       236.3300,       236.9767,       258.1400
1211775350.0,2008-05-26T04:15:50,        -1.0000,       237.6295,       235.9494,       236.5863,       258.1400
1211775352.0,2008-05-26T04:15:52,        -1.0000,       237.5394,       235.1683,       236.0757,       258.1400
1211775354.0,2008-05-26T04:15:54,        -1.0000,       239.9629,       235.7291,       236.6063,       258.1500
1211775356.0,2008-05-26T04:15:56,        -1.0000,       238.4406,       235.7491,       236.4661,       258.1500
1211775358.0,2008-05-26T04:15:58,        -1.0000,       237.9600,       235.2384,       235.7152,       258.1500
1211775360.0,2008-05-26T04:16:00,        -1.0000,       237.2189,       235.3586,       236.0556,       258.1400
1211775362.0,2008-05-26T04:16:02,        -1.0000,       235.9773,       235.0381,       235.4950,       258.1400
1211775364.0,2008-05-26T04:16:04,        -1.0000,       236.6481,       235.2184,       235.5751,       258.1400
1211775366.0,2008-05-26T04:16:06,        -1.0000,       236.8784,       235.1182,       235.5650,       258.1600
1211775368.0,2008-05-26T04:16:08,        -1.0000,       236.8084,       235.5989,       236.1257,       258.1600
1211775370.0,2008-05-26T04:16:10,        -1.0000,       238.5508,       235.4187,       235.6251,       258.1700
1211775372.0,2008-05-26T04:16:12,        -1.0000,       237.9299,       235.6390,       235.9455,       258.1700
1211775374.0,2008-05-26T04:16:14,        -1.0000,       237.9900,       235.3085,       235.9055,       258.1700
1211775376.0,2008-05-26T04:16:16,        -1.0000,       239.0816,       235.6390,       236.1458,       258.1800
1211775378.0,2008-05-26T04:16:18,        -1.0000,       240.2133,       235.9895,       236.8866,       258.1900
1211775380.0,2008-05-26T04:16:20,        -1.0000,       240.7141,       236.4001,       237.0168,       258.1900
1211775382.0,2008-05-26T04:16:22,        -1.0000,       240.1231,       235.4187,       236.3260,       258.1900
1211775384.0,2008-05-26T04:16:24,        -1.0000,       239.5823,       235.6690,       236.5663,       258.2000
1211775386.0,2008-05-26T04:16:26,        -1.0000,       241.5654,       236.2399,       236.5863,       258.2100
1211775388.0,2008-05-26T04:16:28,        -1.0000,       240.3234,       235.9294,       236.8666,       258.2000
1211775390.0,2008-05-26T04:16:30,        -1.0000,       241.5353,       236.1998,       237.0168,       258.2100
1211775392.0,2008-05-26T04:16:32,        -1.0000,       240.7141,       235.8192,       236.6964,       258.2200
1211775394.0,2008-05-26T04:16:34,        -1.0000,       241.1547,       236.1998,       236.7565,       258.2100
1211775396.0,2008-05-26T04:16:36,        -1.0000,       239.1617,       235.2584,       236.5663,       258.2100
1211775398.0,2008-05-26T04:16:38,        -1.0000,       240.1832,       235.4587,       236.5062,       258.2100
1211775400.0,2008-05-26T04:16:40,        -1.0000,       240.0330,       235.4387,       236.4962,       258.2200
1211775402.0,2008-05-26T04:16:42,        -1.0000,       240.1131,       235.0481,       236.1958,       258.2200
1211775404.0,2008-05-26T04:16:44,        -1.0000,       239.8627,       235.2584,       236.6564,       258.2200
1211775406.0,2008-05-26T04:16:46,        -1.0000,       238.8312,       235.7892,       237.0568,       258.2300
1211775408.0,2008-05-26T04:16:48,        -1.0000,       239.5623,       236.1598,       236.8666,       258.2300
1211775410.0,2008-05-26T04:16:50,        -1.0000,       238.8112,       235.8092,       236.9067,       258.2200
1211775412.0,2008-05-26T04:16:52,        -1.0000,       239.1917,       235.7892,       236.8366,       258.2300
1211775414.0,2008-05-26T04:16:54,        -1.0000,       239.0515,       236.1698,       237.1369,       258.2400
1211775416.0,2008-05-26T04:16:56,        -1.0000,       239.3920,       236.2499,       237.2771,       258.2400
1211775418.0,2008-05-26T04:16:58,        -1.0000,       239.9930,       236.4702,       237.5074,       258.2400
1211775420.0,2008-05-26T04:17:00,        -1.0000,       242.7272,       236.8007,       237.4173,       258.2700
1211775422.0,2008-05-26T04:17:02,        -1.0000,       243.5085,       237.2113,       237.4373,       258.2700
1211775424.0,2008-05-26T04:17:04,        -1.0000,       237.6796,       236.4101,       236.5162,       258.2400
1211775426.0,2008-05-26T04:17:06,        -1.0000,       236.6682,       235.2584,       235.7253,       258.2400
1211775428.0,2008-05-26T04:17:08,        -1.0000,       238.0901,       235.6790,       235.8154,       258.2400
1211775430.0,2008-05-26T04:17:10,        -1.0000,       236.8384,       235.1983,       235.6752,       258.2500
1211775432.0,2008-05-26T04:17:12,        -1.0000,       236.7783,       234.8579,       235.7052,       258.2400
1211775434.0,2008-05-26T04:17:14,        -1.0000,       236.9085,       234.9680,       236.0256,       258.2400
1211775436.0,2008-05-26T04:17:16,        -1.0000,       236.0173,       235.1383,       235.9755,       258.2400
1211775438.0,2008-05-26T04:17:18,        -1.0000,       236.2076,       235.0081,       235.6552,       258.2400
1211775440.0,2008-05-26T04:17:20,        -1.0000,       235.7870,       234.5474,       235.1245,       258.2400
1211775442.0,2008-05-26T04:17:22,        -1.0000,       235.5567,       234.5875,       235.1546,       258.2500
1211775444.0,2008-05-26T04:17:24,        -1.0000,       235.8170,       234.6976,       235.3448,       258.2600
1211775446.0,2008-05-26T04:17:26,        -1.0000,       235.5868,       234.7878,       235.4850,       258.2600
1211775448.0,2008-05-26T04:17:28,        -1.0000,       235.8771,       235.0581,       236.1858,       258.2700
1211775450.0,2008-05-26T04:17:30,        -1.0000,       241.0546,       236.3501,       237.0769,       258.3000
1211775452.0,2008-05-26T04:17:32,        -1.0000,       238.0300,       235.7992,       236.5863,       258.2800
1211775454.0,2008-05-26T04:17:34,        -1.0000,       240.3735,       235.8593,       236.4762,       258.2900
1211775456.0,2008-05-26T04:17:36,        -1.0000,       241.2349,       236.1698,       237.1470,       258.3000
1211775458.0,2008-05-26T04:17:38,        -1.0000,       239.7926,       235.5589,       236.6263,       258.3000
1211775460.0,2008-05-26T04:17:40,        -1.0000,       241.3851,       236.3400,       237.3672,       258.3000
