 398291714,"00009M12:30:37.759","00009 13:05:09",   1.00                                                                                              
 398291714,"00009M12:30:37.759","00009 13:05:09", 166.78,  24.74,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291715,"00009M12:30:38.732","00009 13:05:10", 166.78,  24.74,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291716,"00009M12:30:39.705","00009 13:05:11", 166.79,  24.75,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291717,"00009M12:30:40.678","00009 13:05:12", 166.79,  24.75,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291718,"00009M12:30:41.652","00009 13:05:13", 166.80,  24.75,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291719,"00009M12:30:42.625","00009 13:05:14", 166.80,  24.76,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291720,"00009M12:30:43.598","00009 13:05:15", 166.81,  24.76,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291721,"00009M12:30:44.571","00009 13:05:16", 166.81,  24.76,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291722,"00009M12:30:45.545","00009 13:05:17", 166.82,  24.77,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291723,"00009M12:30:46.518","00009 13:05:18", 166.82,  24.77,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291724,"00009M12:30:47.491","00009 13:05:19", 166.83,  24.77,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291725,"00009M12:30:48.464","00009 13:05:20", 166.83,  24.78,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291726,"00009M12:30:49.438","00009 13:05:21", 166.84,  24.78,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291727,"00009M12:30:50.411","00009 13:05:22", 166.85,  24.78,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291728,"00009M12:30:51.384","00009 13:05:22", 166.85,  24.79,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291729,"00009M12:30:52.357","00009 13:05:23", 166.86,  24.79,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291730,"00009M12:30:53.331","00009 13:05:24", 166.86,  24.79,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291731,"00009M12:30:54.304","00009 13:05:25", 166.87,  24.80,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291732,"00009M12:30:55.277","00009 13:05:26", 166.87,  24.80,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291733,"00009M12:30:56.250","00009 13:05:27", 166.88,  24.80,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291734,"00009M12:30:57.224","00009 13:05:28", 166.88,  24.81,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291735,"00009M12:30:58.197","00009 13:05:29", 166.89,  24.81,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291736,"00009M12:30:59.170","00009 13:05:30", 166.89,  24.81,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291737,"00009M12:31:00.143","00009 13:05:31", 166.90,  24.82,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291738,"00009M12:31:01.117","00009 13:05:32", 166.90,  24.82,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291739,"00009M12:31:02.090","00009 13:05:33", 166.91,  24.82,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291740,"00009M12:31:03.063","00009 13:05:34", 166.91,  24.83,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291741,"00009M12:31:04.036","00009 13:05:35", 166.92,  24.83,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291742,"00009M12:31:05.010","00009 13:05:36", 166.92,  24.83,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291743,"00009M12:31:05.983","00009 13:05:37", 166.93,  24.84,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291744,"00009M12:31:06.956","00009 13:05:38", 166.93,  24.84,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
 398291745,"00009M12:31:07.929","00009 13:05:39", 166.94,  24.84,     0.00,     0.00,     0.00,   0.00,  -3.62, 111.52,  -2.42,-179.00,  46.00,"1","0"
