 398291734,"00009M12:30:57.224","00009 13:05:28",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 276.96, 306.50, 333.29,   4.95,    UNK,    UNK,   0.55,    UNK,    UNK,"  101111", 262.45, 261.71, 259.16,   0.14,   0.15,   0.19,"   101XX0001", 253.59, 254.66, 252.58,   0.33,   0.29,   0.50,"   101XX1111",   8.49,   3.75,   2.16,  16.05,   1.45,   6.73,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.27,"01011011",   0.22,   0.17,   0.28,   2.00,   2.00,   2.00, 253.95,"    0XXX","2H",    UNK, 291.23,    UNK, 713.87,    UNK,   3.30,"     101"
 398291735,"00009M12:30:58.197","00009 13:05:29",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 278.59, 320.13, 303.87,   4.96,    UNK,    UNK,   0.56,    UNK,    UNK,"  101111", 262.41, 261.64, 259.23,   0.14,   0.15,   0.19,"   101XX0001", 253.71, 254.78, 252.43,   0.33,   0.29,   0.50,"   101XX1111",   8.50,   3.75,   2.15,  16.05,   1.45,   6.73,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.24,"01011011",   0.23,   0.17,   0.28,   2.00,   2.00,   2.00, 253.96,"    0XXX","2H",    UNK,    UNK,    UNK, 713.81,    UNK,   3.30,"     101"
 398291736,"00009M12:30:59.170","00009 13:05:30",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 280.04, 312.30, 320.09,   4.96,    UNK,    UNK,   0.57,    UNK,    UNK,"  101111", 262.46, 261.89, 259.40,   0.14,   0.15,   0.19,"   101XX0001", 253.73, 254.74, 252.49,   0.33,   0.29,   0.50,"   101XX1111",   8.49,   3.75,   2.15,  16.04,   1.45,   6.72,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.30,"01011011",   0.23,   0.18,   0.29,   2.00,   2.00,   2.00, 253.98,"    0XXX","2H",    UNK,    UNK,    UNK, 713.89,    UNK,   3.30,"     101"
 398291737,"00009M12:31:00.143","00009 13:05:31",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 277.00, 320.22, 310.61,   4.95,    UNK,    UNK,   0.55,    UNK,    UNK,"  101111", 262.46, 261.94, 259.64,   0.14,   0.15,   0.19,"   101XX0001", 253.57, 254.58, 252.49,   0.33,   0.29,   0.50,"   101XX1111",   8.48,   3.75,   2.16,  16.05,   1.45,   6.72,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.30,"01011011",   0.23,   0.17,   0.30,   2.00,   2.00,   2.00, 253.99,"    0XXX","2H", 291.24,    UNK,    UNK, 713.85,    UNK,   3.30,"     101"
 398291738,"00009M12:31:01.117","00009 13:05:32",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 279.29, 310.05, 332.42,   4.96,    UNK,    UNK,   0.56,    UNK,    UNK,"  101111", 262.44, 261.90, 259.63,   0.14,   0.15,   0.19,"   101XX0001", 253.49, 254.65, 252.46,   0.33,   0.29,   0.50,"   101XX1111",   8.49,   3.75,   2.16,  16.06,   1.45,   6.73,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.24,"01011011",   0.21,   0.15,   0.27,   2.00,   2.00,   2.00, 254.01,"    0XXX","2H",    UNK, 291.24,    UNK, 713.90,    UNK,   3.30,"     101"
 398291739,"00009M12:31:02.090","00009 13:05:33",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 277.75, 319.47, 358.35,   4.93,    UNK,    UNK,   0.55,    UNK,    UNK,"  101111", 262.56, 262.03, 259.67,   0.14,   0.15,   0.19,"   101XX0001", 253.59, 254.54, 252.40,   0.33,   0.29,   0.50,"   101XX1111",   8.49,   3.75,   2.16,  16.04,   1.45,   6.72,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.27,"01011011",   0.20,   0.15,   0.27,   2.00,   2.00,   2.00, 254.03,"    0XXX","2H",    UNK,    UNK,    UNK, 713.88,    UNK,   3.30,"     101"
 398291740,"00009M12:31:03.063","00009 13:05:34",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 279.08, 311.39, 340.48,   4.94,    UNK,    UNK,   0.56,    UNK,    UNK,"  101111", 262.53, 261.97, 259.75,   0.14,   0.15,   0.19,"   101XX0001", 253.73, 254.76, 252.36,   0.33,   0.29,   0.50,"   101XX1111",   8.49,   3.75,   2.16,  16.05,   1.45,   6.72,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.31,"01011011",   0.22,   0.16,   0.28,   2.00,   2.00,   2.00, 254.04,"    0XXX","2H",    UNK,    UNK,    UNK, 713.87,    UNK,   3.30,"     101"
 398291741,"00009M12:31:04.036","00009 13:05:35",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 275.41, 312.96, 364.74,   4.92,    UNK,    UNK,   0.54,    UNK,    UNK,"  101111", 262.61, 262.08, 259.85,   0.14,   0.15,   0.19,"   101XX0001", 253.76, 254.63, 252.30,   0.33,   0.29,   0.50,"   101XX1111",   8.48,   3.75,   2.16,  16.04,   1.45,   6.72,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.31,"01011011",   0.22,   0.16,   0.28,   2.00,   2.00,   2.00, 254.05,"    0XXX","2H",    UNK,    UNK,    UNK, 713.83,    UNK,   3.30,"     101"
 398291742,"00009M12:31:05.010","00009 13:05:36",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 278.36, 314.10, 342.95,   4.95,    UNK,    UNK,   0.55,    UNK,    UNK,"  101111", 262.48, 261.96, 259.83,   0.14,   0.15,   0.19,"   101XX0001", 253.68, 254.71, 252.34,   0.33,   0.29,   0.50,"   101XX1111",   8.49,   3.75,   2.16,  16.04,   1.45,   6.72,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.31,"01011011",   0.21,   0.15,   0.27,   2.00,   2.00,   2.00, 254.07,"    0XXX","2H",    UNK, 291.24,    UNK, 713.79,    UNK,   3.30,"     101"
 398291743,"00009M12:31:05.983","00009 13:05:37",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 279.19, 319.73, 342.78,   4.96,    UNK,    UNK,   0.56,    UNK,    UNK,"  101111", 262.43, 262.02, 259.98,   0.14,   0.15,   0.19,"   101XX0001", 253.66, 254.63, 252.29,   0.33,   0.29,   0.50,"   101XX1111",   8.48,   3.75,   2.16,  16.05,   1.45,   6.72,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.30,"01011011",   0.21,   0.15,   0.27,   2.00,   2.00,   2.00, 254.09,"    0XXX","2H",    UNK,    UNK,    UNK, 713.81,    UNK,   3.30,"     101"
 398291744,"00009M12:31:06.956","00009 13:05:38",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 277.44, 314.25, 339.39,   4.95,    UNK,    UNK,   0.55,    UNK,    UNK,"  101111", 262.49, 262.08, 260.14,   0.14,   0.15,   0.19,"   101XX0001", 253.69, 254.64, 252.23,   0.33,   0.29,   0.50,"   101XX1111",   8.48,   3.75,   2.16,  16.04,   1.45,   6.73,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.29,"01011011",   0.21,   0.15,   0.26,   2.00,   2.00,   2.00, 254.10,"    0XXX","2H",    UNK,    UNK,    UNK, 713.84,    UNK,   3.30,"     101"
 398291745,"00009M12:31:07.929","00009 13:05:39",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK",       UNK,       UNK,       UNK,       UNK,       UNK,       UNK,"     UNK", 278.09, 305.78, 374.01,   4.94,    UNK,    UNK,   0.55,    UNK,    UNK,"  101111", 262.57, 262.07, 260.08,   0.14,   0.15,   0.19,"   101XX0001", 253.71, 254.63, 252.24,   0.33,   0.29,   0.50,"   101XX1111",   8.49,   3.75,   2.15,  16.04,   1.45,   6.72,  10.00,  10.00,  10.00,  10.00,  10.00,  10.00, 275.30,"01011011",   0.22,   0.16,   0.28,   2.00,   2.00,   2.00, 254.10,"    0XXX","2H",    UNK,    UNK,    UNK, 713.92,    UNK,   3.30,"     101"
